Прайс-лист,,,,,
,,,,,
,,,,,
Лампи для проекторів,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
57,B00515,Адаптер USB2.0 AF to microBM (OTG Adapter),https://buygadget.com.ua/usb-otg-adapter-dlya-samsung-galaxy-note-3/,Есть," 96,00"
58,B00260,Адаптер HDMI to mini HDMI F/M,https://buygadget.com.ua/adapter-hdmi-f-to-mini-hdmi-m/,Есть," 90,00"
59,B00301,Усилитель HDMI сигнала до 40м. 4K (Repeater),https://buygadget.com.ua/usilitel-hdmi-signala-do-40m-4k-repeater/,Есть," 319,00"
60,B00412,"Коннектор RJ-11, 6p4c (100 шт/уп)",https://buygadget.com.ua/konnektor-rj-12-6p4c-100-shtup/,Есть," 145,00"
61,B00899,"HDMI Bi-Direction Switcher, 3D, 4K",https://buygadget.com.ua/hdmi-bi-direction-switcher-3d-4k/,Есть," 405,00"
62,B00373,"Адаптер Ewell DVI to VGA, 1080p (EW452)",https://buygadget.com.ua/adapter-dvi-d-to-vga-mf/,Есть," 190,00"
63,B00454,Адаптер VGA M to 3xRCA F,https://buygadget.com.ua/adapter-vga-to-3xrca-f/,Есть," 174,00"
64,B00448,Кабель питания ATA (M) to SATA 15pin (F),https://buygadget.com.ua/kabel-pitaniya-sata-15pin-f-to-ata-f/,Есть," 27,00"
65,B00528,Magnetic коннектор 2.1A micro USB,https://buygadget.com.ua/magnetic-konnektor-21a/,Есть," 95,00"
66,B00774,"Райзер Ewell Riser Card PCI-E 1X to 16X v.006, USB3.0 кабель (EW028)",https://buygadget.com.ua/riser-card-pci-e-1x-to-16x-usb30-kabel-v6/,Есть," 305,00"
67,B00697,"Адаптер Ewell USB3.0 to HDMI без звука, CD драйвер",https://buygadget.com.ua/adapter-usb30-to-hdmi/,Есть," 680,00"
68,B00330,Кабель живлення для відеокарт 8pin to Molex M/M,https://buygadget.com.ua/kabel-zhivlennya-dlya-vdeokart-8pin-to-molex-mm/,Есть," 152,00"
69,B00369,"Контролер Ewell PCI-E to SATA III int., Marvell 88SE9215 (EW102)",https://buygadget.com.ua/adapter-pci-e-to-4x-sata-iii-int-io-pce9215l-4i-low-profil-rtl/,Есть,"1 785,00"
70,DT-5015,"Удлинитель USB до 60м, активный, через UTP кабель, DTECH",https://buygadget.com.ua/udlinitel-usb20-do-60m-aktivnyy-cherez-utp-kabel/,Есть,"1 110,00"
71,B00299,"Кабель USB2.0 AM to micro USB2.0 M, Samsung, RTL 1.0м черный, блистер",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m/,Есть," 102,00"
72,B00126,Адаптер USB2.0 to COM (RS232) 9/25 Pin,https://buygadget.com.ua/adapter-usb20-to-com-rs232lpt-ekranirovannyj-10m/,Есть," 287,00"
73,B00115,Адаптер VGA F to DVI M (12+5),https://buygadget.com.ua/adapter-vga-f-to-dvi-m-125/,Есть," 60,00"
74,B00482,"AUX Адаптер 4pin Audio 3.5 мм M to USB AF, 0.15м білий",https://buygadget.com.ua/adapter-audio-35-mm-m-to-usb-af-belyy-015m/,Есть," 81,00"
75,B00450,Кабель питания ATA (M) to 3xATA (F),https://buygadget.com.ua/kabel-pitaniya-ata-m-to-3xata-f/,Есть," 67,00"
76,B00514,Адаптер USB2.0 to COM (RS232) Prolific CH340,https://buygadget.com.ua/adapter-usb20-to-com-rs232-15m/,Есть," 244,00"
77,B00747,"Адаптер USB3.1 to SATA III 2.5""/3.5"" 7+15pin, c блоком питания без Блока живлення",https://buygadget.com.ua/adapter-usb31-to-sata-iii-2535-715pin-c-blokom-pitaniya/,Есть," 566,00"
78,B00316,"Кабель USB2.0 to DC2.5, 1.0м",https://buygadget.com.ua/kabel-usb20-to-dc25-07m/,Есть," 85,00"
79,B00828,"Адаптер Ewell 9pin USB2.0 - 19pin USB3.0, F/M (EW224)",https://buygadget.com.ua/kabel-9pin-usb-20-to-19pin-usb-30-fm/,Есть," 125,00"
80,B00656,Контролер Ewell PCI-E 4x to USB3.0 (2ext.) 2xSATA III (EW045),https://buygadget.com.ua/adapter-pci-e-4x-to-usb30-2ext-2xsata-iii-rtl/,Есть,"2 800,00"
81,B00409,Кабель питания для видеокарт 6pin (M) to 2xSATA (M),https://buygadget.com.ua/kabel-pitaniya-dlya-videokart-6pin-m-to-2xsata-m/,Есть," 114,00"
82,B00027,Конвертер Ewell SATA to IDE (HDD) (EW408),https://buygadget.com.ua/adapter-sata-to-ide-hdd_8o/,Есть," 220,00"
83,B00861,"Райзер Ewell Riser Card PCI-E 8X to 8X, шлейф 19 см (EW176)",https://buygadget.com.ua/riser-card-pci-e-8x-to-8x/,Есть," 355,00"
84,B00679,"OTG адаптер Type-C to USB 3.0, 0.15 м чорні, EW437",https://buygadget.com.ua/adapter-type-c-to-usb-30-otg-adapter-02-metri/,Есть," 165,00"
85,B00676,USB2.0 OTG Adapter Lightning чорний,https://buygadget.com.ua/usb20-otg-adapter-dlya-iphone-55s5c6ipad-rtl/,Есть," 126,00"
86,B00914,"Контролер Ewell PCI-E to SATA III int., Marvell 88SE9170, RAID (EW453)",https://buygadget.com.ua/kontroler-pci-e-to-2x-sata-iii-int-marvell-88se9170-low-profil/,Есть,"1 550,00"
87,B00378,"Подовжувач Ewell USB Type-C, Gen2, 100W 5A, чорний  1.0 метри, 20 Gbps, EW425",https://buygadget.com.ua/podovzhuvach-type-c/,Есть," 350,00"
88,DT-7004B,"Адаптер VGA to HDMI, DTECH",https://buygadget.com.ua/adapter-vga-to-hdmi-dtech/,Есть,"1 183,00"
89,B00424,Адаптер USB2.0 AM to mini 4 pin B6,https://buygadget.com.ua/adapter-usb20-m-to-mini-4-pin/,Есть," 52,00"
90,B00678,"Адаптер USB3.1 Type-C to USB 2.0 (OTG Adapter) 0.2 метра, OEM белый",https://buygadget.com.ua/adapter-usb31-type-c-to-usb-20-otg-adapter-02-metra-oem/,Есть," 84,00"
91,B00625,Адаптер Type-C to micro USB (OTG Adapter) чорний,https://buygadget.com.ua/adapter-usb-31-type-c-to-micro-usb-otg-adapter/,Есть," 68,00"
92,B00117,"Кабель USB2.0 AM to micro USB2.0 M, медь, RTL",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-med-rtl/,Есть," 102,00"
93,B00980,"Адаптер Ewell PCI-E 3.0 16х to M. 2 SSD, SATA (EW339)",https://buygadget.com.ua/adapter-pci-e-30-16x-to-m2-ssd-msata-ssd-sata-iii/,Есть," 880,00"
94,B00757,"Магнітний кабель синхронізації Ewell Lightning - USB 3A, 1 м сріблясте обплетення",https://buygadget.com.ua/magnetic-kabel-iphone-567ipad-4/,Есть," 320,00"
95,B00357,"Контролер Ewell PCI-E to 2xESATA III, 2xSATA III, чіпсет ASM1061 (EW035)",https://buygadget.com.ua/adapter-pci-e-to-2xesata-iii-2xsata-iii-asm1061-rtl/,Есть," 640,00"
96,B00853,Адаптер Ewell PCI-E 3.0 to M. 2 SSD (EW239),https://buygadget.com.ua/adapter-pci-e-30-to-m2-ssd/,Есть," 240,00"
97,B00420,Адаптер DVI M (24+5) to 3xRCA F,https://buygadget.com.ua/adapter-dvi-m-to-3xrca-f/,Есть," 175,00"
98,B00924,Адаптер USB 2.0 to HDMI / audio,https://buygadget.com.ua/adapter-usb-20-to-hdmi--audio/,Есть,"2 057,00"
99,B00622,"Адаптер Ewell USB3.0 - SATA III 2.5""/3.5"" 7+15pin, без блока живлення (EW417)",https://buygadget.com.ua/adapter-usb30-to-sata-iii-25-715pin/,Есть," 480,00"
100,TF-3239D,"Контролер TP-LINK PCI to LAN 10/100Mb/s, RTL8139D Normal Bracket ",https://buygadget.com.ua/adapter-pci-to-lan-10100-rtl8139d-rtl/,Есть," 265,00"
101,DT-V002,"Кабель VGA 3+6, DTECH 1.5 метра ",https://buygadget.com.ua/kabel-vga-36-dtech/,Есть," 428,00"
102,B00196,"Magnetic кабель USB2.0 AM to micro USB, RTL в серебристой оплетке",https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb-rtlv2/,Есть," 266,00"
103,B00453,Кабель USB2.0 AM to 3xRCA F,https://buygadget.com.ua/kabel-usb20-am-to-3xrca-f/,Есть," 140,00"
104,B00037,Адаптер USB to LPT (25/36 pin) універсальний ,https://buygadget.com.ua/adapter-usb20-to-lpt-ieee1284-36pin-db25f-25pin-10m/,Есть," 474,00"
105,B01017,Перехідник Ewell DC 5.5 х 2.1 to 4.0 х 1.7 (EW446),https://buygadget.com.ua/perekhdnik-dc-55-kh-21-to-40-kh-17/,Есть," 69,00"
106,B00880,"Адаптер USB3.1 to SATA III 2.5""/3.5"" 7+15pin, белый без Блока живлення",https://buygadget.com.ua/adapter-usb31-to-sata-iii-2535-715pin-belyy/,Есть," 566,00"
107,B00489,Адаптер USB2.0 to LAN 10/100Mb/s чіпсет Realtek,https://buygadget.com.ua/adapter-usb20-to-lan-10100mbs-rtl/,Есть," 247,00"
108,B00318,USB2.0 кабель UC-E6,https://buygadget.com.ua/usb-kabel-nikon-uc-e6/,Есть," 132,00"
109,B00558,Кабель USB2.0 to DC4.0*1.7,https://buygadget.com.ua/kabel-usb20-to-dc40-08m/,Есть," 85,00"
110,B00312,"Адаптер USB2.0 AM to IDE, SATA (2.5"", 3.5"") с БП, RTL",https://buygadget.com.ua/adapter-usb20-am-to-ide-sata-25-35-s-bp-rtl/,Есть," 504,00"
111,B00838,"Адаптер PCI-E to USB3.0 (4ext. Sata Power) NEC, RTL",https://buygadget.com.ua/adapter-pci-e-to-usb30-4ext-sata-power-nec-rtl/,Есть," 990,00"
112,B00658,"AUX Кабель 4pin Audio 3.5 мм M/M, в оплетке orange",https://buygadget.com.ua/aux-kbel-4pin-audio-35-mm-mm-v-opletke/,Есть," 126,00"
113,B00750,Адаптер Lightning to HDMI / VGA / Audio,https://buygadget.com.ua/adapter-lightning-to-hdmi--vga--audio/,Есть,"1 520,00"
114,B00598,"Кабель USB2.0 AM/AM  1.0 метра, чорний",https://buygadget.com.ua/kabel-usb20-amam/,Есть," 72,00"
115,B00951,USB-hub Ewell USB 3.1 Type-C to HDMI / USB3.0 / Type-C /Ethernet (EW301),https://buygadget.com.ua/adapter-usb31-type-c-to-ethernet--hdmi--usb30--type-cnew/,Есть,"1 110,00"
116,B00119,Адаптер HDMI to VGA M/F чорний,https://buygadget.com.ua/adapter-hdmi-m-to-vga-f-oem/,Есть," 306,00"
117,B00292,Адаптер HDMI F to HDMI F,https://buygadget.com.ua/adapter-hdmi-f-to-hdmi-f/,Есть," 72,00"
118,B00856,"Райзер Ewell Riser Card PCI-E 16X ver 2.0, Molex, із засувкою 25 см. (EW183)",https://buygadget.com.ua/riser-card-pci-e-16x-ver20-molex-zashchelka/,Есть," 300,00"
119,B00849,"Кабель живлення для материнської плати Ewell 24pin F/M (20+4pin), екранований, 30 см (EW199)",https://buygadget.com.ua/udlinitel-pitaniya-atx-24pin-mf/,Есть," 243,00"
120,B00156,Контролер Ewell PCI-E to USB3.0 (2ext. 19pin USB header) NEC (EW423),https://buygadget.com.ua/adapter-pci-e-to-usb30-2ext-19pin-usb-header-nec/,Есть," 735,00"
121,B00323,Конвертер Ewell SATA to IDE (HDD) (EW410),https://buygadget.com.ua/adapter-sata-m-715-to-ide35-f-hdd-oem/,Есть," 340,00"
122,B00701,"Розетка UTP 8P8C RJ45, внешняя на 1-порт cat5e",https://buygadget.com.ua/rozetka-utp-8p8c-rj45-vneshnyaya-na-1-port-cat5es/,Есть," 95,00"
123,B00733,USB-hub Ewell Type-C to HDMI / USB3.0 / Type-C (EW003),https://buygadget.com.ua/adapter-type-c-to-hdmi--usb30--type-c/,Есть," 390,00"
124,B00793,"Кабель для проектора M1-DA, DVI 30+1 to DVI 24+1 / USB Male",https://buygadget.com.ua/kabel-dlya-proektora-m1-da-dvi-301-to-dvi-241--usb-male/,Есть," 880,00"
125,B00615,"Удлинитель VGA сигнала по UTP до 60м, RTL",https://buygadget.com.ua/usilitel-vga-signala-po-utp-do-60m-rtl/,Есть," 822,00"
126,B00431,"Контролер PCI to WiFi, D-Link DWA-525, RTL",https://buygadget.com.ua/adapter-pci-to-wifi-d-link-dwa-525-rtl/,Есть," 533,00"
127,B00813,Адаптер PCI-E 1X to USB3.0,https://buygadget.com.ua/adapter-pci-e-1x-to-usb30/,Есть," 95,00"
128,B00018,"Адаптер USB2.0 to COM (RS232), Prolific PL2303HX",https://buygadget.com.ua/adapter-usb20-to-com-rs232-10m-/,Есть," 239,00"
129,B00429,Кардридер 23 in 1 синий,https://buygadget.com.ua/kardrider-23-in-1/,Есть," 228,00"
130,B00956,Контролер Ewell PCI-E to USB3.0 (2int. 19pin USB header) VIA (EW455),https://buygadget.com.ua/kontroler-pci-e-to-2-ports-19pin-usb-30-via/,Есть," 790,00"
131,B00305,"Розетка HDMI, внутрішня на 1-порт HDMI чорна",https://buygadget.com.ua/rozetka-hdmi-vnutrennya-na-1-port-hdmi/,Есть," 404,00"
132,B00421,Удлинитель VGA M to VGA F 3 метра,https://buygadget.com.ua/udlinitel-vga-m-to-vga-f-15m/,Есть," 122,00"
133,B00512,Кабель питания для видеокарт 6pin (M) to SATA (M),https://buygadget.com.ua/kabel-pitaniya-dlya-videokart-6pin-m-to-sata-m/,Есть," 72,00"
134,B00416,"Адаптер Ewell Mini DisplayPort - HDMI+DisplayPort+DVI (24+5), (EW095)",https://buygadget.com.ua/adapter-mini-displayport-m-to-hdmi--displayport--dvi-f-245/,Есть," 350,00"
135,B00981,"Кабель HDMI v2.0, 3D, 4K 1.5 метри, 4K 60Hz",https://buygadget.com.ua/kabel-hdmi-v20-3d-4k/,Есть," 240,00"
136,B00591,"Кабель USB2.0 to USB3.1 Type-C AM/CM, в оплетке, RTL 1 метр, черная оплетка",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-v-opletke-rtl/,Есть," 128,00"
137,B00746,"Адаптер USB3.0 to SATA III 2.5""/3.5"" 7+15pin, c блоком питания без БП",https://buygadget.com.ua/adapter-usb30-to-sata-iii-2535-715pin-c-blokom-pitaniya/,Есть," 489,00"
138,B00748,Кабель USB3.1 Type-c to Lightning черный,https://buygadget.com.ua/kabel-usb31-type-c-to-lightning/,Есть," 168,00"
139,B00673,"OTG адаптер Ewell Type-C to USB 3.0 срібний, EW463",https://buygadget.com.ua/adapter-usb-31-type-c-to-usb-30-otg-adapter/,Есть," 95,00"
140,B00814,"Magnetic кабель USB2.0 AM (2,4A) без коннектора в серебристой оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-24a-bez-konnektora1/,Есть," 145,00"
141,B00543,"Кабель HDMI M to DVI M (24+1) 1.5 метра, оплетка",https://buygadget.com.ua/kabel-hdmi-m-to-dvi-m-241-18m/,Есть," 192,00"
142,B00005,"Контролер Ewell PCI-E to 2xCOM (RS232), WCH CH382L (EW078) Full-Height Bracket, 2COM",https://buygadget.com.ua/adapter-pci-express-to-2xcom-rs232-wch-ch382l/,Есть," 445,00"
143,B00249,"Адаптер SATA 7+15 M/F, 90 градусов",https://buygadget.com.ua/adapter-sata-715-mf-90-gradusov/,Есть," 188,00"
144,PC0085,"Контролер DTECH PCI-E to 2xCOM (RS232), WCH CH382L (PC0085)",https://buygadget.com.ua/adapter-pci-e-to-2xcom-rs232-wch-ch382l-dtech/,Есть," 920,00"
145,B00729,"USB2.0 кабель Lightning, 2.4А черный",https://buygadget.com.ua/usb20-kabel-dlya-iphone-567ipad-4-24a/,Есть," 118,00"
146,B00614,"Удлинитель HDMI сигнала по UTP до 120м, RTL",https://buygadget.com.ua/usilitel-hdmi-signala-po-utp-do-120m-rtl/,Есть,"2 500,00"
147,B00855,Адаптер Ewell PCI-E 4.0 4x to M.2 SSD (EW237),https://buygadget.com.ua/adapter-pci-e-to-m2-ssd/,Есть," 295,00"
148,B00012,"Адаптер USB2.0 AM to IDE, SATA (2.5"", 3.5""), OEM",https://buygadget.com.ua/adapter-usb20-am-to-ide-sata-25-35-oem/,Есть," 187,00"
149,B00350,"Кабель Type-C to Micro-B, M/M черный",https://buygadget.com.ua/kabel-type-c-to-micro-b-mm-1-metr/,Есть," 226,00"
150,B00324,Адаптер micro USB2.0 M to USB2.0 AF (OTG Adapter) 0.1м,https://buygadget.com.ua/adapter-micro-usb20-m-to-usb20-af-otg-01m/,Есть," 36,00"
151,B00727,"Кабель USB2.0 to micro USB2.0, 2.4А 0.2 метри, чорний",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-24a/,Есть," 75,00"
152,B00285,"USB2.0 кабель для Samsung Galaxy Tab, RTL черный",https://buygadget.com.ua/usb20-kabel-dlya-samsung-galaxy-tab/,Есть," 108,00"
153,B00032,Адаптер USB2.0 to FireWire 6pin M/M,https://buygadget.com.ua/adapter-usb20-am-to-firewire-6pin-m/,Есть," 84,00"
154,B00841,Bluetooth-адаптер 4.2 Ewell чорний,https://buygadget.com.ua/adapter-bluetooth-42-rtl/,Есть," 150,00"
155,B00632,Кабель S-video 4pin ,https://buygadget.com.ua/kabel-s-video-4pin/,Есть," 80,00"
156,B00359,Адаптер COM (RS232) to (RS485) HEXIN HXSP-485B,https://buygadget.com.ua/adapter-com-rs232-to-rs485-hexin-hxsp-485b/,Есть," 400,00"
157,B00839,"Кабель USB3.0 AM to microBM, RTL 0.3 метра",https://buygadget.com.ua/usb30-kabel-dlya-samsung-galaxy-note-3-rtl/,Есть," 199,00"
158,B00383,Адаптер Jack 3.5 мм (M) to 3xRCA (F),https://buygadget.com.ua/adapter-audio-35-mm-m-to-3xrca-f/,Есть," 112,00"
159,B00009,"Контролер PCI to 1xLPT, 2xCOM (RS232), WCH CH353L, RTL",https://buygadget.com.ua/adapter-pci-to-1xlpt-2xcom-rs232-wch-ch353l/,Есть," 492,00"
160,B00259(EW420),"Адаптер PCI-E to LAN, Intel Pro 1000 PT, EXPI9400PT, RTL",https://buygadget.com.ua/adapter-pci-e-to-lan-intel-pro-1000-pt-expi9400pt-low-profile-rtl/,Есть,"2 300,00"
161,B00998,Перехідник Ewell OTG Lightning — USB 3.0 чорний (EW456),https://buygadget.com.ua/usb30-otg-adapter-lightning/,Есть," 250,00"
162,B00268,Кабель Audio 3.5 мм M/M 0.4 метра,https://buygadget.com.ua/kabel-audio-35-mm-m-to-35-mm-f/,Есть," 22,00"
163,B00572,"Кабель DisplayPort to HDMI 1.8 метра, чорний",https://buygadget.com.ua/kabel-displayport-to-hdmi-18m/,Есть," 306,00"
164,B00248,Кабель живлення Ewell USB to Molex 50 см (EW462),https://buygadget.com.ua/kabel-usb-to-molex-05m/,Есть," 120,00"
165,B00940,"Відео спліттер Ewell Splitter HDMI на 2 монітори, 4K2K, 3D чорний, EW357",https://buygadget.com.ua/vdeo-splitter-hdmi-na-2-montori-v20-3d-4k2k/,Есть," 295,00"
166,B00320,Адаптер VGA M to DVI F (24+5),https://buygadget.com.ua/adapter-vga-m-to-dvi-f-245/,Есть," 96,00"
167,B00347,"Контролер PCI to LAN, Intel Pro/1000 GT, PWLA8391GT",https://buygadget.com.ua/adapter-pci-to-lan-intel-pro1000-mt-pwla8391gt-rtl/,Есть,"1 328,00"
168,B00406,Адаптер RCA (F) to 2xRCA (F),https://buygadget.com.ua/adapter-rca-f-to-2xrca-f/,Есть," 35,00"
169,B00385,HDMI wireless extender Zinwell ZIN-2100R,https://buygadget.com.ua/hdmi-wi-fi-peredatchik/,Есть,"4 600,00"
170,B00458,"Кабель Null Modem RS232 Female, 1.5м",https://buygadget.com.ua/kabel-null-modem-rs232-female-18m/,Есть," 240,00"
171,B00930 ,"Подовжувач Type-C, Gen1, 60W 3A, 5 Gbps",https://buygadget.com.ua/podovzhuvach-type-c-gen1-30w-2a-5-gbps/,Есть," 220,00"
172,B00464,"Кабель IEEE 1394 4P/6P, 5м, RTL",https://buygadget.com.ua/kabel-ieee-1394-4p6p-5m-rtl/,Есть," 277,00"
173,B00078,Magnetic кабель USB2.0 AM to micro USB в красной оплетке,https://buygadget.com.ua/magnetic-kabel-usb20-am-to-micro-usb/,Есть," 280,00"
174,B00308,"Подовжувач Ewell USB 3.0 AM - AF, 26 AWG, синій 0.3 метри, EW485",https://buygadget.com.ua/udlinitel-usb30-amaf/,Есть," 115,00"
175,B00822,"Кабель Ewell SATA 7pin F/F 0.5 м, із защіпками (EW186)",https://buygadget.com.ua/kabel-sata30-7pin-ffnew/,Есть," 105,00"
176,B00817,"Magnetic коннектор (2,4A) micro USB ",https://buygadget.com.ua/magnetic-konnektor-24a/,Есть," 128,00"
177,B00332,"Контролер Ewell PCI-E to COM / LPT, WCH CH382L (EW415)",https://buygadget.com.ua/adapter-pci-e-to-1xlpt-1xcom-rs232-wch-ch382l-rtl/,Есть," 748,00"
178,B00483,"AUX Адаптер 4pin Audio 3.5 to USB M/M білий, 15 см",https://buygadget.com.ua/adapter-audio-35-mm-m-to-usb-am-belyy-015m/,Есть," 72,00"
179,B00379,"Кабель HDMI M to 3xRCA M, 1м",https://buygadget.com.ua/kabel-hdmi-m-to-3xrca-m-1m/,Есть," 125,00"
180,Monster-02,"Кабель Audio 3.5 мм M/M, Monster, OEM",https://buygadget.com.ua/kabel-audio-35-mm-mf-monster-oem/,Есть," 426,00"
181,B00691,"Удлинитель Audio 3.5 мм M/F, Premium, красный",https://buygadget.com.ua/udlinitel-audio-35-mm-mm-premium-krasnyy/,Есть," 189,00"
182,B00365,"Мережевий адаптер Ewell USB3.0 to RJ-45 10/100/1000 Mb/s, Realtek (EW105)",https://buygadget.com.ua/adapter-usb30-to-lan-1gbs-rtl/,Есть," 450,00"
183,B00743,Адаптер Ewell USB3.1 Type-C - VGA M/F кабель 10 см (EW011),https://buygadget.com.ua/adapter-usb31-type-c-to-vga/,Есть," 295,00"
184,B00440,"Удлинитель HDMI сигнала по UTP до 60м, 3D, RTL",https://buygadget.com.ua/udlinitel-hdmi-signala-po-utp-do-60m-3d-rtl/,Есть," 990,00"
185,B00011,"Адаптер PCI-E to 2xESATA II, 2xSATA II, 1xATA, JMicron",https://buygadget.com.ua/adapter-pci-express-to-2xsata-ii-1xata-jmicron/,Есть," 650,00"
186,B00628,"Кабель USB3.0 to Type-C, Gen2, 60W 3A, 10 Gbps 1.0 метри",https://buygadget.com.ua/kabel-usb30-to-type-c-gen2-60w-3a-10-gbps/,Есть," 195,00"
187,B00860,Райзер Ewell Riser Card PCI-E 4X to 4X 19 см.,https://buygadget.com.ua/riser-card-pci-e-4x-to-4x/,Есть," 320,00"
188,B00529,Адаптер USB3.0 AF to microBM (OTG Adapter),https://buygadget.com.ua/adapter-micro-usb30-m-to-usb30-af-otg-adapter/,Есть," 94,00"
189,B00441,"Ковпачок ізолюючий до конектора RJ-45 1 штука, чорний",https://buygadget.com.ua/kolpachok-izoliruyushchiy-dlya-konnektora-rj-45/,Есть," 2,00"
190,B00570,Адаптер HDMI M to mini HDMI F,https://buygadget.com.ua/adapter-hdmi-m-to-mini-hdmi-f/,Есть," 93,00"
191,B00371,"Адаптер USB3.0 to VGA, чіп FL2000 чорний",https://buygadget.com.ua/adapter-usb30-to-vgaad/,Есть," 470,00"
192,B00423,Адаптер DMS 59 to 2xDVI 24+5,https://buygadget.com.ua/adapter-dms-59-to-2xdvi-245/,Есть," 298,00"
193,B00520,"Подовжувач USB2.0, AM/AF 1.5 метри, чорний",https://buygadget.com.ua/udlinitel-usb20-18m/,Есть," 48,00"
194,B00865,"Magnetic кабель USB2.0 AM (2,4A) без коннектора в серебристой оплетке ",https://buygadget.com.ua/magnetic-kabel-usb20-am-24a-bez-konnektora/,Есть," 164,00"
195,B00329,"Мережевий адаптер Ewell USB 2.0 WiFi зі знімною антеною, до 300 Мбіт/с (EW058)",https://buygadget.com.ua/usb-wifi-adapter-s-antenoy-150-mbps/,Есть," 252,00"
196,B00062,Адаптер VGA to HDMI,https://buygadget.com.ua/adapter-vga-to-hdmi-rtl/,Есть," 680,00"
197,B00411,Конектор Ewell FTP RJ-45 Cat.5е (8P8C) 50 шт. EW229,https://buygadget.com.ua/konnektor-rj-45-8p8c-ftp-cat-5e-100-shtup/,Есть," 150,00"
198,B00742,Концентратор-адаптер USB3.1 Type-C to RJ45 (10/100)/3 port USB 2.0 (EW010),https://buygadget.com.ua/adapter-type-c-to-rj45-10100--3-port-usb-20/,Есть," 330,00"
199,B00655,"Адаптер PCI-E to USB3.1 Type-C, Rapid Charging Port 2.4A, 19pin USB header, Sata Power",https://buygadget.com.ua/adapter-pci-e-to-usb31-type-c-rapid-charging-port-24a-19pin-usb-header-sata-power-rtl/,Есть," 997,00"
200,B00026,Адаптер USB2.0 to LPT 1.0 метра OEM,https://buygadget.com.ua/adapter-usb20-to-lpt-ieee1284-36pin-10m/,Есть," 196,00"
201,B00336,"Контролер Ewell PCI to SATA, Silicon Image (EW139)",https://buygadget.com.ua/adapter-pci-to-4x-sata-int-silicon-image-rtl/,Есть," 570,00"
202,B00166,"Кабель HDMI M to VGA M 1,5 метра",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-female-dlina-12-m/,Есть," 140,00"
203,B00624,"Удлинитель HDMI сигнала по UTP до 30м, 3D, RTL",https://buygadget.com.ua/usilitel-hdmi-signala-po-utp-do-30m-3d-rtl/,Есть," 750,00"
204,B00051,Адаптер 4pin Audio 3.5 мм (M) to 2x3.5 мм (F) stereo,https://buygadget.com.ua/Адаптер 4pin Audio 3.5 мм (M) to 2x3.5 мм (F) stereo/,Есть," 78,00"
205,EXPI9402PT,"Адаптер PCI-E 4x to LAN, Intel Pro 1000 PT Dual Port, EXPI9402PT, Low Profile, RTL Low Profile",https://buygadget.com.ua/adapter-pci-e-to-lan-intel-1000-pt-expi9402pt-low-profile-rtl/,Есть,"5 572,00"
206,B00710,"Low Profile Bracket, USB3.0",https://buygadget.com.ua/low-profile-bracket-usb-30/,Есть," 80,00"
207,B00182,Адаптер 3pin Audio 2.5 мм (M) to 6.3 мм (F),https://buygadget.com.ua/adapter-audio-25-mm-m-to-63-mm-f/,Есть," 22,00"
208,B00772,Адаптер PCI-E 4x to NGFF M.2 зелені,https://buygadget.com.ua/adapter-pci-e-4x-to-ngff-m2/,Есть," 196,00"
209,B00348,"Мережевий адаптер Ewell PCI-E to LAN, 1000Mbps, RTL8111C, RTL Normal Bracket",https://buygadget.com.ua/adapter-pci-to-lan-1000mbps-rtl8111c-rtl/,Есть," 388,00"
210,B00552,"Кабель-браслет Lightning, 20 см, RTL черный",https://buygadget.com.ua/kabel-braslet-iphone-56ipad-20-sm/,Есть," 120,00"
211,B00442,"Кабель USB2.0 AM to FireWire 4pin M, 1.5м",https://buygadget.com.ua/kabel-usb20-am-to-firewire-4pin-m-15m/,Есть," 150,00"
212,B00008,Відео Splitter VGA на 4 монітори VGA,https://buygadget.com.ua/vdeo-splitter-vga-na-4-montori-vga/,Есть," 756,00"
213,B00720,Переходник питания для процессора 4 pin на 8 pin,https://buygadget.com.ua/perekhodnik-pitaniya-dlya-protsessora-4-pin-na-8-pin/,Есть," 57,00"
214,B00351,"USB2.0 кабель для iPhone 5/6/iPad 4 круглый, RTL 1 метр, блистер",https://buygadget.com.ua/usb20-kabel-dlya-iphone-56ipad-4-kruglyy/,Есть," 78,00"
215,B00848,"Подовжувач CPU Ewell 8pin M/F, екранований, 20 см (EW196)",https://buygadget.com.ua/kabel-pitaniya-dlya-videokart-pci-e-8pin-to-8pin-ekranirovannyy/,Есть," 135,00"
216,B00671,"Кабель для принтера угловой 90 градусов left 90 градусов, 1.0м",https://buygadget.com.ua/kabel-usb20-am-to-bm-up-90-gradusov-15m/,Есть," 132,00"
217,B00238,8pin питание для процессора +12 V,https://buygadget.com.ua/8pin-pitanie-dlya-protsessora-12-v/,Есть," 75,00"
